CruiseID,Haul,SpecNumber,Area,Stratum,Substratum,Date,Year,Month,EQLatDD,EQLongDD,AvgBtmDep,Sex,MatCode,Length,Length.cm,Weight,Age,EstWtFormFromEtoh,Stage1-3,Stage4,Stage5,Stage6,Stage7,Stage8,Stage9,POF,old POF,new POF,AtrYlkd,AtrUnYlkd,AtrHyd,Mature,tblMatOocyteStages_MatStage,AdvOocyteStage,OvarySubWt,OvaryWt,Expr4,WedgeWt,PropAtretic,AtreticCount,OocStag4PlusCount,PropStag4,OocStag4Est,OocStag5PlusEst,PropHydrated,HydratedCount,FecStag4Plus,FecStag5Plus,FecStag4,Atresia,FecBatch,AtresiaFec,WtGonForm,tblMatFecundity_MatStage,MaleColor,EQSurTemp,BTavg,BDavg
SF200101,18,137,Seguam,1,,11/13/2001,2001,11,52.26683333,-172.8733333,,2,,43,43,760,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,18,138,Seguam,1,,11/13/2001,2001,11,52.26683333,-172.8733333,,2,,43,43,754,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,18,139,Seguam,1,,11/13/2001,2001,11,52.26683333,-172.8733333,,2,,45,45,1000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,18,140,Seguam,1,,11/13/2001,2001,11,52.26683333,-172.8733333,,2,,35,35,492,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,141,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,2,,37,37,612,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,142,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,2,,36,36,644,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,143,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,1,,34,34,528,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,144,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,2,,36,36,558,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,145,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,2,,36,36,600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,146,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,1,,36,36,610,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,147,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,2,,36,36,518,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,148,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,2,,37,37,646,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,149,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,1,,36,36,648,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,19,150,Seguam,1,,11/14/2001,2001,11,52.19816667,-172.6778333,,2,,38,38,650,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,151,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,2,,44,44,976,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,152,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,1,,35,35,542,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,153,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,1,,34,34,506,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,154,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,1,,41,41,960,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,155,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,2,,36,36,604,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,156,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,1,,36,36,686,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,157,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,2,,37,37,576,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,158,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,1,,36,36,596,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,159,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,2,,34,34,494,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,20,160,Seguam,1,,11/14/2001,2001,11,52.16683333,-172.7111667,,2,,35,35,538,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,161,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,2,,30,30,312,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,162,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,1,,42,42,886,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,163,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,2,,27,27,238,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,164,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,1,,31,31,348,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,165,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,2,,34,34,448,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,166,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,1,,34,34,438,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,167,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,1,,30,30,328,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,168,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,2,,32,32,410,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,169,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,1,,29,29,310,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,23,170,Seguam,1,,11/14/2001,2001,11,52.122,-172.8153333,,2,,30,30,272,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,171,Seguam,1,,11/14/2001,2001,11,,,,1,,45,45,940,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,172,Seguam,1,,11/14/2001,2001,11,,,,1,,35,35,490,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,173,Seguam,1,,11/14/2001,2001,11,,,,1,,45,45,1122,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,174,Seguam,1,,11/14/2001,2001,11,,,,1,,43,43,1036,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,175,Seguam,1,,11/14/2001,2001,11,,,,1,,44,44,6124,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,176,Seguam,1,,11/14/2001,2001,11,,,,1,,43,43,1069,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,177,Seguam,1,,11/14/2001,2001,11,,,,1,,42,42,790,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,178,Seguam,1,,11/14/2001,2001,11,,,,1,,43,43,982,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,179,Seguam,1,,11/14/2001,2001,11,,,,1,,36,36,636,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,25,180,Seguam,1,,11/14/2001,2001,11,,,,1,,42,42,910,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,181,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,2,,45,45,944,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,182,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,1,,45,45,1128,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,183,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,1,,43,43,966,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,184,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,2,,35,35,504,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,185,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,1,,35,35,614,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,186,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,2,,33,33,456,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,187,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,1,,37,37,668,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,188,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,1,,35,35,554,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,189,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,1,,34,34,530,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,27,190,Seguam,1,,11/14/2001,2001,11,51.98583333,-172.687,,1,,45,45,972,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,191,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,2,,43,43,992,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,192,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,1,,42,42,1172,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,193,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,1,,42,42,936,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,194,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,1,,44,44,1030,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,195,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,1,,42,42,974,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,196,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,2,,34,34,508,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,197,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,2,,36,36,544,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,198,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,2,,36,36,550,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,199,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,2,,33,33,452,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,28,200,Seguam,1,,11/14/2001,2001,11,52.107,-172.682,,1,,37,37,680,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,201,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,42,42,896,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,202,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,43,43,960,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,203,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,35,35,588,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,204,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,2,,33,33,436,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,205,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,43,43,944,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,206,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,44,44,1116,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,207,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,44,44,1090,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,208,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,45,45,1186,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,209,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,45,45,1104,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,29,210,Seguam,1,,11/15/2001,2001,11,52.11883333,-172.7105,,1,,41,41,836,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,211,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,38,38,674,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,212,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,44,44,1118,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,213,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,42,42,1002,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,214,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,42,42,1048,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,215,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,43,43,1098,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,216,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,42,42,972,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,217,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,32,32,444,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,218,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,35,35,634,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,219,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,37,37,728,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,31,220,Seguam,2,,11/15/2001,2001,11,52.05583333,-172.7153333,,1,,43,43,1116,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,221,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,42,42,1048,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,222,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,31,31,386,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,223,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,36,36,288,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,224,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,31,31,352,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,225,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,33,33,392,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,226,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,41,41,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,227,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,36,36,606,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,228,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,28,28,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,229,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,35,35,534,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,32,230,Seguam,2,,11/15/2001,2001,11,52.0115,-172.7143333,,1,,42,42,1030,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,231,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,2,,35,35,534,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,232,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,1,,35,35,592,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,233,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,1,,32,32,418,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,234,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,2,,44,44,874,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,235,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,2,,35,35,550,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,236,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,2,,44,44,980,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,237,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,1,,35,35,620,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,238,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,1,,36,36,606,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,239,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,2,,42,42,862,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,34,240,Seguam,1,,11/15/2001,2001,11,52.23883333,-172.8163333,,2,,40,40,784,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,241,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,36,36,578,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,242,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,37,37,540,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,243,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,43,43,834,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,244,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,44,44,838,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,245,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,37,37,558,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,246,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,43,43,776,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,247,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,31,31,384,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,248,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,43,43,838,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,249,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,35,35,550,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,35,250,Seguam,1,,11/15/2001,2001,11,52.264,-172.8331667,,2,,40,40,742,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,251,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,2,,43,43,878,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,252,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,2,,42,42,910,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,253,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,2,,46,46,1026,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,254,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,1,,42,42,974,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,255,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,2,,47,47,982,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,256,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,2,,45,45,1042,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,257,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,2,,46,46,1020,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,258,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,1,,42,42,994,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,259,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,2,,45,45,986,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,36,260,Seguam,1,,11/15/2001,2001,11,52.26716667,-172.8126667,,1,,44,44,958,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,261,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,1,,35,35,624,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,262,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,1,,34,34,548,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,263,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,2,,42,42,682,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,264,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,1,,42,42,1016,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,265,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,2,,37,37,642,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,266,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,1,,36,36,644,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,267,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,2,,45,45,920,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,268,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,1,,33,33,466,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,269,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,2,,34,34,450,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,37,270,Seguam,1,,11/16/2001,2001,11,52.27066667,-172.749,,1,,34,34,478,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,271,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,44,44,1052,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,272,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,43,43,868,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,273,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,44,44,988,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,274,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,44,44,1006,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,275,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,46,46,1032,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,276,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,1,,41,41,906,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,277,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,43,43,950,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,278,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,40,40,756,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,279,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,47,47,1258,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,38,280,Seguam,1,,11/16/2001,2001,11,52.26616667,-172.8395,,2,,44,44,1048,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF200101,39,281,Seguam,2,,11/16/2001,2001,11,52.06816667,-172.7413333,,1,,36,36,650,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
